ibanSource,amount,transactionType,companyName
SE0989230545556025489833,881.80,withdrawal,Ratke  Klein and Stehr
FI4753146475027032,284.18,deposit,Daugherty - Metz
TN3703005050027213120618,269.11,withdrawal,Bogan Inc
LB7909203U942101459487743SC2,233.78,invoice,Hodkiewicz  Dare and Cremin
MC7208012695139847PXU654130,874.52,invoice,Koepp - Roberts
LU8211181T31K35DS184,681.99,payment,Halvorson  Crona and Hegmann
GE35630096173033003065,35.91,deposit,Purdy  Metz and Ferry
IT81P00100406795057HM4A005E,961.86,invoice,Medhurst Group
RS56546006137407760035,636.90,deposit,Smith  Skiles and Wyman
EE819145040472783630,332.14,deposit,Smith - Schowalter
XK208729007715598613,253.89,invoice,Yundt - Rath
BG72YOVH008564I0177TCS,344.77,invoice,Reichert  Larkin and Swaniawski
FR87790086096014M985A98J937,768.00,invoice,Leffler - Hamill
GI40YVVH457N5088V796862,33.89,invoice,Larkin Group
MU97FYZT0032377002719092570KRZ,44.36,deposit,Pfannerstill - Murazik
MT93FXUV0900533NH1964T3445E7752,528.99,deposit,Harvey  Wolff and Kilback
TN1881495210081634100156,201.48,withdrawal,Hettinger - Ritchie
CR6466330807640033611,989.53,invoice,Stamm  Shields and Lehner
PS358975715898621760055009322,42.39,invoice,Hegmann - Rolfson
DO31ZIHO82395260987008003989,921.74,payment,Roob Inc
AL4279172102979Y363RR5923820,624.36,withdrawal,Cronin and Sons
IS495008708001000531016170,422.14,invoice,Strosin  Schimmel and Corwin
MT43OOSI090765006XDK40B547IG662,729.96,invoice,D'Amore and Sons
GT28G7563400ZH57C346U633558S,144.60,deposit,Boehm - Padberg
CR6672216490077208156,262.05,payment,Quigley  Ruecker and Reilly
IS208638240879001600541885,819.49,invoice,Homenick - Fritsch
PS60W981309000562035005022050,859.47,withdrawal,Ortiz  West and Harber
SE3853124020323410030436,59.06,withdrawal,Dooley Inc
MD151958G00916364C1961D1,813.75,deposit,Smitham Inc
SM21Z94692101935026A053H451,279.93,invoice,Kshlerin Group
CZ5303008000080820008058,490.91,invoice,DuBuque - Gleichner
HR7050380317465008066,10.82,invoice,Wilkinson - Johnston
GT4626762953782307676373H876,315.74,deposit,Shields  Denesik and Kozey
CR1000104002070050291,123.78,deposit,Feest  Koch and Swaniawski
CH39006250586906DT004,435.70,payment,Mann and Sons
EE521932032403100889,338.56,payment,Crist LLC
GT20761X8965C407139W3166976H,103.15,deposit,Bergstrom  Little and Roberts
AT460037811600635006,447.33,deposit,Dooley - Kerluke
ME09006168002861600259,400.18,invoice,Champlin - Homenick
HR2504170080700400392,305.48,payment,Sanford  Stoltenberg and Corkery
CY4770402032W93071697185I919,111.19,payment,Rodriguez Group
GL4060016973429029,870.32,invoice,Price  Hansen and O'Conner
AD410074217641WS4I728667,99.53,payment,Hahn  Keebler and Gutkowski
BH92UKYOQ87652COV063H9,592.98,withdrawal,Jones and Sons
LU310073110096S45P19,734.41,payment,Gibson LLC
AZ82359080056007024014400681,212.96,deposit,Gislason  Williamson and Braun
MC204001159033T21005KJ34938,932.52,deposit,Frami  Stoltenberg and Walsh
HR6032090670402029648,296.22,withdrawal,Sanford Group
PT04080030310729800800660,583.67,payment,Bahringer - Braun
CY8202051653634968910Z0Q9855,578.04,deposit,Waelchi - Gerlach
CZ3108828304625700984242,266.73,deposit,Pfannerstill - Hackett
MC430060500798O501708875103,269.72,deposit,Cronin - Doyle
FI4637576522457967,155.22,deposit,Macejkovic Group
EE949019925460941417,859.98,withdrawal,Hayes  Crona and Conroy
MD38871892198Y803906436X,730.44,withdrawal,Schinner  Fisher and Konopelski
RO09HXEZ481556H040694W7X,847.40,deposit,Bahringer  Emard and Cruickshank
VG9302Y17750099580137929,101.82,withdrawal,Hane  Morissette and Harber
DE13600300608704102937,379.42,deposit,Boehm - Schaden
FI1500600428060808,425.06,withdrawal,Abbott  Zemlak and Little
IE97710I00281006324030,996.71,payment,Waters Group
HR4746700809547600629,890.97,invoice,Fadel  Braun and Feil
VG6468R96020035650500238,410.74,invoice,Dare LLC
GT66669Y9P7615787X884114V229,19.94,withdrawal,Steuber  Fadel and Kemmer
GR5579500575R4899726809321M,255.27,payment,Kuhlman  Mills and Graham
MR1000707700750056075318065,253.94,withdrawal,Waelchi Group
IE4631C343553301003653,238.50,deposit,Thiel  King and Funk
BA306600609027570034,504.19,deposit,Hane - Jast
LI6230605141WM3H0324K,376.81,withdrawal,Anderson - Kub
GB91QMHU55008231808300,977.66,withdrawal,Mills - Fadel
JO10YTQI8002263715081900929077,819.66,withdrawal,Stokes - Mueller
IE16478V57211280775284,825.05,deposit,Cummerata  O'Kon and Swaniawski
IT94S4806006156W9089R2363E9,182.75,withdrawal,Altenwerth - Wintheiser
AE524860082930097813263,521.32,withdrawal,Okuneva  Morissette and Goodwin
GT510561177P892977Y665R6T321,44.58,withdrawal,Cummings  Blanda and Stanton
MR3609080064540112805041732,445.87,deposit,Heathcote Inc
SA0724P53E89D14981O37E2N,739.37,payment,Pacocha - Lebsack
CY7903800973332458I39696X0YK,402.88,invoice,Herzog  Batz and Sawayn
MR4407033001731270084573076,41.87,withdrawal,Blick Inc
BE61006008748003,904.41,payment,Welch - Hahn
DK5691326020552338,335.18,deposit,McDermott  Kuhic and Kuhlman
LV98WMQAM5J84391457L6,571.24,payment,Torphy  Boyle and Gutkowski
SK9200090004176398980081,860.49,invoice,Bradtke  Larson and Schowalter
IE2872H708001698880028,783.10,deposit,Frami - Boyle
XK534057005308823373,734.26,withdrawal,Yost  Beatty and Jones
MC02009808007983700TP927242,891.80,invoice,Lynch Group
SK2400960091340936045770,362.73,withdrawal,Koch Inc
BG59GJSI6100152K64O6U0,69.65,deposit,Waters Group
JO45AOTK9052173500353025751341,909.37,invoice,Deckow - Collins
QA80JNSZ5670P59W314C60G617821,187.48,withdrawal,Feest - Krajcik
AZ60461483100410136801064986,41.08,payment,Mitchell - Spencer
NO3468428910358,468.58,payment,Greenholt  Schaden and Simonis
LU8705392P0880205IZ1,490.29,deposit,Lind LLC
TL883080911065006900046,496.68,payment,Krajcik - Paucek
BR6904887004082820079207449S7,602.89,payment,Kuhic - Rosenbaum
DK6943890006078060,133.96,invoice,O'Kon  Koelpin and Dietrich
RO25MIYA437E613118810663,881.85,payment,Hermann - Braun
IT57Q01500003181362I9H40816,482.81,deposit,Mayert - Streich
MT75LREU0992746255605Y70358212O,177.53,payment,Herman  Grimes and Rice
MT12RVQZ91783134192579081RQ372C,993.42,deposit,Kutch - Metz
LI69005442U7MATS04664,263.33,withdrawal,Halvorson  Langworth and Mills
GL4100760090910027,506.16,payment,Metz - Raynor
LT370710800240026763,455.19,invoice,Orn - Turcotte
ES8500600216149618007130,846.71,invoice,Boehm  Effertz and Weissnat
SI81461960704683005,389.68,invoice,Runolfsdottir Group
PK951LH90010138645002909,453.91,payment,Veum  DuBuque and Hermann
LI58300684135M67Z813S,248.00,deposit,Dickens  Kutch and Marquardt
PK3347470705000301032866,396.10,deposit,Brekke - Heaney
MK7900607650A097N37,909.10,withdrawal,Ledner and Sons
BG73EWSK084065527973E0,227.63,deposit,Nienow - Kuhn
TN6201005005770600469065,453.00,deposit,Kovacek  Parker and Walter
SM97C30931250369362M460742F,351.92,deposit,Bradtke  Hane and Bins
AT666009935820720098,482.93,deposit,Douglas - Wehner
LI43008546P2525037102,609.77,deposit,Zieme - West
ME62007006005058680931,626.82,invoice,Hettinger - Stehr
GL6345910052703778,768.91,deposit,Fahey  Ratke and Hand
BG95BPVB400004794C285M,852.57,deposit,Haley Group
EE180458370062078050,787.81,withdrawal,Stokes - Fritsch
AZ72430581002500404981003021,283.65,invoice,Yundt  Nader and Spinka
NO1109433080480,756.50,deposit,Yost and Sons
DO80LOXF09031229002437256001,861.39,invoice,Hahn and Sons
MD06T4G025083D19897443JX,810.62,payment,Walter  Haley and Waters
AL78697810875157S8GL714561Q3,192.91,withdrawal,Gleichner  Stanton and Oberbrunner
HU89343029450031113073019493,381.20,invoice,Ritchie and Sons
AD18324363025757752J5230,770.26,deposit,Reichert  Borer and Balistreri
XK394056777005709384,822.09,withdrawal,Boehm - Weimann
GI22OCLC73972809H76398K,526.76,payment,Lowe - Gaylord
CZ5090040083661035049667,271.11,payment,Schmidt  Anderson and Cremin
ES4378681077483100250058,876.01,payment,Ziemann  Koelpin and Lesch
CY73864060064C14I4941S00R89X,609.64,invoice,Kilback  Howe and Lemke
SM98W00410022375V050940953Y,271.17,payment,Prosacco - Kuhn
BG19FCCK8210715G08713A,167.20,deposit,Veum LLC
CZ4340400107552030081036,510.39,deposit,Hane - Becker
GL4900920340459156,312.87,withdrawal,O'Connell  Bayer and Casper
IL615321826404669080414,612.67,deposit,Bartoletti  Brown and Rice
GE896B2040472734001292,427.49,deposit,Reilly LLC
QA77TSGC02702N498328514868T0E,276.79,invoice,Cassin Inc
CR0797065720209007931,854.92,deposit,Kassulke  Schmidt and Quigley
MK86006163YSD5K5365,228.64,invoice,Schaefer and Sons
BG78URFF805009M5472813,232.67,deposit,McLaughlin and Sons
GI30ZWFG8CAKY8T27654XOF,48.89,withdrawal,Reilly Inc
LI4503037447C7D1FP776,125.68,withdrawal,Daugherty Inc
BH94IQFT55064B18A25590,518.61,invoice,Reichert Inc
SM57X032474008563S8340OO910,667.83,deposit,Conroy - Wiza
IT97F02346509662182D952C748,985.52,payment,Shanahan - Gerlach
EE160023036523086329,528.24,invoice,Heller  Reichel and Cartwright
RO26CUTV10B1763102E65X10,90.96,invoice,Pouros - Rempel
PL94600965075369924240483229,201.54,withdrawal,Zemlak - Larson
SM48A5741761539202R35049V54,329.82,withdrawal,Schmidt - Balistreri
LT530002561680351740,954.50,payment,Cronin and Sons
KW06TFDS3597Y6H175B5682E44E56Q,717.23,payment,Wisozk - Okuneva
XK340020978010030044,419.87,payment,Murphy  Bayer and Wolff
SK6300130742058581890631,150.13,withdrawal,Jones - Cassin
SI95760090070053834,263.38,withdrawal,Larkin  Nolan and Schumm
PS13SA20094970075008044002298,516.08,invoice,Brekke Group
CY2500904061210M4879G0352283,577.59,payment,Legros - Legros
NO8353540290721,959.93,invoice,Hegmann and Sons
IS940640410040037635136802,658.72,payment,Ondricka - Tromp
PL82080068096327030806100018,243.48,payment,Haag and Sons
NO9505159204066,966.15,invoice,Schroeder - Williamson
KZ56782A7V7C1848220A,518.77,payment,Altenwerth  Prosacco and Daugherty
SM37E030350259734788643Q245,55.27,payment,Lang  Larson and Gulgowski
MD71DKH9815J77613362027H,143.63,invoice,Fritsch  Osinski and Dare
NL33AFSH6920126019,277.95,deposit,Hamill - Deckow
PS067311833097690005721233808,364.61,deposit,Wolf  Wolf and Maggio
EE340083288081360978,788.52,payment,Heidenreich - Ratke
KZ4900431708T692N244,589.52,payment,Legros  Streich and Hodkiewicz
NO4405440003009,750.57,payment,Pollich and Sons
MD69Q02ZH978XA877617240R,367.33,deposit,Kilback - Schamberger
HR6700110989008602733,750.56,payment,Kuhlman  Hammes and Dibbert
SI81068398600671803,250.40,payment,King Inc
MU71JMXV5001560209902660006EBM,724.38,withdrawal,Tremblay LLC
GR48012007541153V7600ZW22P0,42.85,invoice,Koch  Walker and Nolan
ME16936526308553009548,86.85,invoice,Nolan LLC
RO49YDAJ075O8R86432U4346,39.24,withdrawal,Hodkiewicz  Abbott and Johns
IL224700147035058120838,821.90,invoice,Mertz Group
VG90HVB54609707799019006,127.21,payment,Bauch  Johnson and Kulas
XK880221401009090077,109.67,deposit,Bosco  Reichert and Dickens
AD190010009016735UP36S23,335.09,payment,Barrows  Lowe and Haley
FO8229710500654514,301.89,deposit,Luettgen LLC
RS69004900124008733634,45.87,payment,Cummings  Gerhold and Keebler
FO8099962805206962,822.95,payment,Lehner - Bins
MK6896729Q663802287,778.90,deposit,Zulauf  Buckridge and Durgan
LV94RKIK146P3877RT60A,351.26,invoice,Schmeler Inc
HU58610462610080090111031044,443.94,deposit,Gusikowski Group
PT20855350240208340072116,50.16,payment,Beer - Thiel
LU730197415L4QH35735,964.06,withdrawal,Sipes - Williamson
SI10000120951500498,358.65,withdrawal,Kub Group
KW46KPWGT55087Q607764U956583K9,801.89,deposit,Stracke - Volkman
LB30657203453H4Q4121V863352F,630.43,payment,Barrows  Wolff and Streich
MU49YXUF3045700849770036914OYD,989.62,deposit,Hammes Group
IT45J8793743373528664A660T6,989.77,payment,Runolfsson - Rutherford
TL170027320090052937739,378.19,withdrawal,Balistreri and Sons
SE5972834010570039301079,772.45,invoice,Cartwright Inc
MU41PDGE1918732000856200274EQQ,55.13,withdrawal,Klocko - Brakus
MC63700703100159D2Z2P195F13,435.18,invoice,Pfannerstill - Becker
GI91XHYT96S209666H95372,429.33,invoice,Boehm  Skiles and Rippin
MK19025ED9576600319,511.42,withdrawal,Kulas - Grant
AE330439700740006847007,340.97,deposit,Funk - Crist
LB480516661F6MM5OAZ1G8M85321,307.27,deposit,Moen LLC
SM57H32737004975N1750659WB6,118.06,deposit,Wiegand - Rice
MR4732582400530038906107728,543.48,invoice,Daugherty - Hirthe
JO14PFDF8023407025032940397694,45.75,withdrawal,Hahn - Ledner
BR2430085052701560035000801CV,725.09,deposit,Moore and Sons
LU549874098293365J93,615.42,deposit,Grant Group
FR510809661010P75UC8QV91A38,149.06,invoice,Bogan - Jast
TR840900586T4758Y9I6783571,188.91,payment,Langosh - Windler
SI95106990004080317,155.30,invoice,Lind Group
LV86HZAJ7A35746495253,339.41,payment,Christiansen - Yundt
MR0474450063900040018002008,268.72,deposit,Morissette - Schamberger
AL49649796896603525086Y40240,166.52,withdrawal,O'Kon  Jakubowski and Waters
PL78700200290906325331465030,291.27,payment,Lowe  Terry and Schaden
BH15KUPY332I69F0VQ32J5,691.62,withdrawal,Schamberger and Sons
IE671T9640908196202007,147.40,deposit,Davis  Carter and Crooks
QA36UNWU7572HJ254920D0N373464,542.94,invoice,Beatty LLC
CY8901004073370993238W50L384,382.05,invoice,Wiegand - Kozey
HR8942400296706057260,732.61,invoice,Douglas Group
IT19L00720391361094742552T4,329.92,withdrawal,Leannon - Larson
FR838315600995P27250942Z186,508.23,invoice,Rosenbaum  Okuneva and Runolfsson
BA316804079500871003,871.60,deposit,Leuschke and Sons
DE28933269932700286001,623.68,invoice,Considine Inc
GR812436261H1V43A22L3517116,933.34,deposit,Doyle  Dooley and Mayer
RO91FTBNQ117L40147833OS9,257.85,deposit,Doyle Group
FO0789960223810050,954.09,payment,Corwin - Morissette
IS320025360976104005556073,925.26,withdrawal,Gottlieb LLC
LV18MLWV2F4452K784566,57.15,invoice,Durgan and Sons
KW74YSBG856227054U3B0268216696,486.69,payment,Rau Inc
QA94YPFNJ17348RC414D5293DO118,861.30,deposit,Beer - Zulauf
XK190951065623206223,536.72,deposit,Pfeffer and Sons
NL63SAIU1208070068,620.13,withdrawal,Conn - Morar
LT810100604189035606,742.71,deposit,Kreiger - Corwin
ES3650029020315800205524,516.82,invoice,Pacocha  Buckridge and Gorczany
SK7900967166420028297057,565.02,withdrawal,O'Keefe LLC
JO67NCXA0326399101100757042936,613.70,withdrawal,McGlynn and Sons
FI5910373930044659,550.28,payment,Pacocha  Bernier and Trantow
EE738003270063245704,528.54,payment,Dibbert and Sons
DO44FSUP95001490860600610547,164.97,deposit,Von - Balistreri
ME82255003001961706329,539.70,payment,Fritsch Group
MC1720012011161O8387592Y195,12.26,withdrawal,Pollich  Quitzon and Kreiger
SM37H7095311261758O85332A96,666.75,payment,Simonis Group
GB15FZKS00426622666353,413.21,invoice,Schinner and Sons
AD2381390946653712B35627,374.99,payment,Bartell - Schaefer
LB086371309V60Q5S649GB03831Z,99.56,deposit,Jacobi  Bechtelar and Gusikowski
LB8704474P9397075076C5916808,631.50,payment,Kassulke Group
DK1500264020030017,828.54,withdrawal,Gibson  Krajcik and Cruickshank
CZ5190090071990057330323,454.97,withdrawal,Dickens - Huels
IL510080070464009270012,203.88,payment,Blanda  Tremblay and Bernhard
IE81579H55055267990853,311.13,withdrawal,Heathcote and Sons
PT22394807695400407390093,275.08,deposit,Schiller  Thiel and Kassulke
GB51BDQR44002903405709,556.54,payment,Mann - Balistreri
HU36292973700020313070150727,205.57,deposit,Homenick  Goyette and Walter
MK5101273M764770263,627.58,payment,Heaney - Baumbach
CH856074237H32A061189,169.30,withdrawal,Becker - Auer
DE19954061080306840012,929.17,invoice,Hintz Group
MK71723930870948787,156.84,withdrawal,King Inc
IT33O801027500973Z655330O62,545.97,invoice,Beahan LLC
SM04G0007080772O07330R16O11,945.22,withdrawal,Huels - Maggio
MD911730JP484K9404128320,199.12,invoice,Gutmann and Sons
BE92379202850096,422.92,withdrawal,Rolfson LLC
AT390092101957083216,771.34,payment,Bahringer  Schiller and Green
KW83FOAM154R7509280170M5174542,328.10,invoice,Batz LLC
AD209000509581V42093L550,415.08,invoice,Reilly - Hauck
AZ75004331002009012013302047,955.29,withdrawal,Welch - Hyatt
HU47668800195300536520030595,327.82,payment,Bahringer Inc
LI66000875057B4025133,866.04,withdrawal,Dach Inc
DK8317460050490046,714.34,payment,Hermiston - Stamm
SM05K9008056063M46764M3RM2B,146.88,invoice,Hettinger Inc
QA34EIZHC738651982321247B921Q,394.00,payment,Gerlach LLC
ES0506038606668572200540,418.00,deposit,Rogahn - Ziemann
LU91618896F27333I9F3,185.78,withdrawal,Rutherford  VonRueden and Kshlerin
BE16024706077224,740.49,deposit,Lynch LLC
BG59DRIR0061713O797301,434.30,deposit,Rau and Sons
VG240P1A2430073030200678,623.74,payment,Lebsack Group
CH1956065102235400756,320.93,withdrawal,Padberg - Nolan
ES6709602009410702256613,164.09,deposit,Kihn Group
SI37301520202154510,582.11,invoice,Schuppe - Larkin
GB35WTJZ00800925006014,968.32,deposit,Botsford  Koepp and Kutch
CY28183031656223856983234199,409.38,invoice,Leuschke Group
ES1732700470966048015591,804.24,withdrawal,Schiller - Hayes
XK208796689703702864,535.71,payment,Olson Inc
DE82178008365050221054,268.23,payment,Quitzon - Olson
IE600M8372051809115489,611.94,invoice,Reynolds - Doyle
MC7621040200379930X32559063,32.98,withdrawal,Labadie  Stroman and Trantow
PL17900410713028006903208991,766.79,deposit,Conn LLC
FI8426007589254016,749.19,invoice,Simonis LLC
LI2532333H91293728G61,992.92,withdrawal,Simonis and Sons
SK9008002168457073009430,508.38,withdrawal,Bartoletti - Collier
BR9606706600600400020809091Q6,927.39,payment,Bogisich - Dickinson
CH5000829HZ57779974W3,85.61,deposit,Cremin - Shanahan
LU477997210099709E17,195.29,invoice,Koepp and Sons
BA850094673674130030,947.21,deposit,Johns  Schaefer and Emard
GL5810094761400812,143.65,deposit,Windler - Zulauf
TL760010068604090200257,111.43,withdrawal,Hoeger - Tromp
SA16436J0E72172UH4T911J9,0.10,withdrawal,Brekke - Monahan
LT690632133073408899,757.73,payment,Stamm LLC
MD67S55S595643B798P30071,723.54,withdrawal,Balistreri LLC
GB55IEXI36008690245060,863.88,invoice,Kemmer - Bahringer
FR700027980048F93427BK14234,63.90,withdrawal,Smith  Kuphal and Rosenbaum
LI49930427D091A802X48,114.75,payment,Spinka  Collins and Gutkowski
ES8473510032127325089005,368.11,payment,Mann  Kub and Cartwright
GT694A64K498712028437868J9I9,795.57,invoice,Reynolds Inc
CR0709087091016250982,573.23,invoice,Moen Group
RO89PXCSF36YX51803948536,504.17,deposit,Huel - Hauck
VG76530R0201769030793009,541.23,payment,Lemke Inc
GB75OJLR78226920330018,132.57,withdrawal,Jacobi Inc
GR367986002981304087U87G060,8.29,payment,Doyle - Lind
HR6989302914638750105,942.45,payment,Ferry - Collins
PK6023663096512092079242,146.81,withdrawal,Larson and Sons
QA90ZKXU66Q9619F14D730290B652,91.51,withdrawal,Grady and Sons
TR93013451D462578V54F40513,737.20,withdrawal,Purdy Group
PT36568220747350060390033,940.05,invoice,Koepp  Doyle and Greenholt
IE21JA6638209940203802,16.81,deposit,Mueller - Kirlin
PL28400630970019051097300169,309.87,deposit,Kessler - Ebert
AL59504010072695D72T6687R5QQ,726.91,deposit,Stiedemann  Grant and Kemmer
XK638880170800629788,820.89,payment,Bailey and Sons
BE03042000109391,701.92,payment,Bahringer - Boyer
MD9388TFB0421947C2829V01,286.50,payment,Gleason  Macejkovic and Altenwerth
AT675975896653600448,800.63,invoice,Olson - Quitzon
BR1806009009007788217540758FV,55.02,invoice,Lesch - Grady
ME46034900931200609007,50.59,payment,Rolfson  Spinka and Von
RS69090009039006501002,114.38,withdrawal,Ratke  Torphy and Kozey
FR841700213629739I71S130694,423.55,payment,Roberts - O'Hara
MR8502017250877650359220014,973.50,withdrawal,Dibbert Group
HR7900968611709060006,334.65,withdrawal,Hermann - Olson
CY596096310228H935DYK40N5142,316.15,payment,Beer Inc
FO6006060100034404,953.18,withdrawal,Herman - Rath
MC6989743990086300159660223,814.20,payment,Langworth Group
MC68032006667910WP0380W1433,150.62,invoice,Gutkowski Inc
IS731208132800904500590048,422.01,invoice,Stanton  Stehr and Stehr
PT87095490458019691250025,904.71,deposit,Cronin LLC
SI22534320130040518,874.06,deposit,Auer  Lang and Pouros
GE53QE0405008824006024,682.82,payment,Gerhold - Effertz
BR6738812077076390049171445Z9,880.82,withdrawal,Kris - Bernhard
TL440160280067050072065,908.70,deposit,Grady Inc
CH459862604801211383I,789.52,withdrawal,Kuhlman  Stoltenberg and Hayes
NO1708540486081,794.80,deposit,Dare LLC
TR580687139641056A1754K17V,400.84,deposit,McDermott and Sons
BE03224008401068,706.17,invoice,Cassin Group
IE08O97800504388600858,656.95,deposit,Botsford - Grady
CZ5810022301301130306003,823.50,invoice,Cole  Davis and Yundt
LB888057346V9CTOW46V6707173B,125.89,payment,Champlin - Berge
GI75PRWK3Z9OI5170992498,948.79,withdrawal,Russel - Rohan
AE768474100066470080883,359.82,withdrawal,Little - Will
IS170248668004870900984008,536.64,deposit,Kassulke  Anderson and Ratke
MU15XNSD0044402602390904374JXM,261.03,deposit,Huels Group
LT580605277709439498,259.61,payment,Cummerata  Bahringer and Murazik
IT81J03365009131716B4NXW781,446.22,withdrawal,Hackett - Breitenberg
TL258070029017366100378,651.15,deposit,Douglas  Powlowski and Kling
LV53KIVHI4O23664JN524,491.97,payment,Zulauf - Murphy
SE7215207403005090041413,84.97,withdrawal,Gaylord - Fahey
IT83O0077589519128744K7I606,670.31,invoice,Carter - Gerlach
DE85004663470070050641,955.92,invoice,Moen  Johnson and Reichert
AD4030060361059635EJ283I,782.69,withdrawal,Stroman  Carroll and Hickle
ME70281201831080051909,572.30,deposit,D'Amore - Leffler
ES8940196100664104022003,190.19,payment,Pollich and Sons
TR2600687110AG585X5879C723,465.42,payment,Bechtelar Group
RS10003044700200680217,305.03,withdrawal,Kovacek LLC
SE5195770092949498649425,759.68,payment,Kutch  Rogahn and Hettinger
AZ210H1408800059700700460080,830.74,deposit,Streich Inc
GB18FNXA69644318440015,330.07,deposit,Considine  Miller and Grant
GI35OUGF6364YTED5488L64,996.17,invoice,Bednar and Sons
CR5643817795454095216,565.23,deposit,Flatley Inc
PL02606289822126502209900273,342.85,payment,Larson Inc
FO3504300708970096,391.65,invoice,Leuschke and Sons
TN3704233087671019418651,348.94,payment,Dare Inc
HU81304002174583700805529011,454.55,withdrawal,Boyle - Weimann
GE614T4570047003009037,626.85,withdrawal,Cartwright - Pouros
KZ92003156D751KV3778,22.19,invoice,Kuhn Inc
GB45LMGE60900700760081,299.46,deposit,Schmitt LLC
GB36PWAH92753545033828,53.44,withdrawal,Hammes  Graham and Hills
LI5211250C9Y590U70868,607.09,withdrawal,Erdman  Carroll and Abshire
PT29067808560010120070715,746.57,invoice,Krajcik Group
GE16199075026084013214,169.63,payment,Goldner Inc
FI0650098300984489,476.08,deposit,Harvey Inc
FR6610309505426465608892593,552.13,payment,Nader Group
QA29XGKP216G0508HX5NQ814188E6,182.24,invoice,Dibbert Inc
FO1308301160077037,254.98,invoice,Zieme - Haag
IL481200833300100509294,28.41,invoice,Turcotte - Torphy
KZ221659R2956239B996,996.83,payment,Harris LLC
LT157505752000713148,202.65,payment,O'Reilly Inc
QA37ZKGV6168N47026FR709I40823,180.01,payment,Kuhn LLC
KZ95719GJ923EG05244F,114.12,withdrawal,Wiegand - Torp
RO13XUAOT05V6Y29I63CE706,20.46,withdrawal,Kiehn - Rempel
LV67FCFI99S26456877L1,400.03,deposit,Klein and Sons
IE10AX6001079700254273,687.14,withdrawal,Kuphal  Daugherty and McKenzie
AT695187678804974499,888.84,invoice,Howell Inc
LI7802096382UE4E27778,491.52,withdrawal,Bahringer Inc
MU04UUQV5014905629800937015EUA,467.27,withdrawal,Block - Casper
BA840600725002416295,966.68,payment,White LLC
AE839696009285009389077,121.35,deposit,Homenick Inc
AD34009406014Q1842N88H78,433.44,invoice,Trantow - Ryan
DK1570370305337161,948.16,invoice,Zemlak  Hagenes and Padberg
BG05DTEH4139742X842498,320.70,payment,Hayes and Sons
BE86690600498890,767.50,withdrawal,Howell - Renner
ME21004002015802190738,209.48,withdrawal,Schmeler  Padberg and Lind
LB3920262670L4051YZX1R44SQ82,191.24,payment,Bergnaum Inc
VG110S517665814901420595,147.79,withdrawal,Effertz  Hackett and Cormier
MU15QTCP2209001350611400179IOV,773.86,invoice,Boyer - Volkman
LV98DKOB578868N4198M0,432.64,invoice,Cartwright - Bartell
KW93DPAD693H998654A8BB7975957C,881.98,invoice,Stoltenberg - Botsford
DK6800380013327754,71.71,deposit,Schuster - Dickens
BA490070050138039007,667.52,withdrawal,Swift - Reilly
GE54140085900871009019,586.73,withdrawal,Hegmann  Rosenbaum and Schneider
CH890323701Y4071O369M,338.14,payment,Ebert LLC
BA940015686652545638,161.79,withdrawal,West - Skiles
IT10I900950103202453417E004,524.31,invoice,Upton  Dietrich and Hand
QA49FZVP29152Q630H3G459S13056,332.01,deposit,Wuckert - Quitzon
MK461632YS196403E00,162.86,deposit,Rippin and Sons
AD840094022488A45G49Y956,482.52,deposit,Davis and Sons
AD1561218101980333E06195,907.51,invoice,Leannon and Sons
GL3009146041358995,178.61,invoice,Champlin  Gottlieb and Satterfield
TN4206851761059029045865,13.30,invoice,Stokes - Carroll
PS416P69123822007077894067657,354.66,deposit,Treutel - Cartwright
GB73JZYZ04003420079007,335.33,invoice,Vandervort and Sons
QA61TNAY3O954L4L724WR160I31V1,807.24,payment,Friesen  Yundt and Zieme
AT960888500405007838,918.35,payment,Auer LLC
MT33VQJH457742587N5555727Y21A22,299.85,withdrawal,Farrell Group
NO5631029800743,743.34,invoice,Stehr Group
IS840107656002404940200320,807.49,deposit,Hayes LLC
LU3152639154YV7B941Q,37.98,payment,Mante Inc
LU27799VV677P680269A,245.72,payment,Quigley LLC
SA88055305Y18878MIGQDE9P,241.64,deposit,Lind LLC
AT200486010038120574,299.54,payment,VonRueden Inc
BR1720801057582564459780061FL,885.72,invoice,Franecki LLC
TR6120073305J31U2418L43095,1.06,payment,Krajcik LLC
FR8600760307768P4730U84L082,67.46,invoice,Greenfelder - Fay
MT48DCNE6900491045983M26761Q9G8,481.45,payment,Daniel - Russel
TR745338228UMM66U5FSO9P446,925.69,payment,Cartwright - Swaniawski
DK2397410198475712,33.31,deposit,Orn - Ondricka
IE32B71U66081468001634,13.45,withdrawal,Pollich  Bruen and Langworth
BA820620371456160096,0.29,deposit,Lesch - Christiansen
LT160129806001910026,400.83,deposit,Thompson  Denesik and Homenick
XK440020083297002396,168.25,invoice,Schiller - Kovacek
SA161993061180949677988Y,202.70,invoice,Nolan and Sons
MC32558042009100637S946V577,99.45,withdrawal,Roob - Bins
EE060635507219976975,447.42,payment,Waelchi Group
DK5530698071906295,793.35,deposit,Rutherford LLC
GE38940066081488800181,219.97,payment,Lowe  Kiehn and Watsica
MC2858908058570494964N18438,22.86,invoice,West  D'Amore and O'Reilly
FR50360069407859M1709539788,782.81,deposit,Muller LLC
